Record Length,2.50E+03,,-0.00000033,0.0056
Sample Interval,1.00E-09,,-0.000000329,0.0056
Trigger Point,3.30E+02,,-0.000000328,0.0056
,,,-0.000000327,0.0056
,,,-0.000000326,0.0056
,,,-0.000000325,0.0048
Source,CH1,,-0.000000324,0.0056
Vertical Units,V,,-0.000000323,0.0056
Vertical Scale,2.00E-02,,-0.000000322,0.0048
Vertical Offset,-4.32E-02,,-0.000000321,0.0056
Horizontal Units,s,,-0.00000032,0.0048
Horizontal Scale,2.50E-07,,-0.000000319,0.0056
Pt Fmt,Y,,-0.000000318,0.0048
Yzero,0.00E+00,,-0.000000317,0.0048
Probe Atten,1.00E+01,,-0.000000316,0.0048
Model Number,TDS2001C,,-0.000000315,0.0048
Serial Number,C040529,,-0.000000314,0.0048
Firmware Version,FV:v24.26,,-0.000000313,0.0048
,,,-0.000000312,0.0048
,,,-0.000000311,0.0048
,,,-0.00000031,0.0056
,,,-0.000000309,0.0064
,,,-0.000000308,0.0048
,,,-0.000000307,0.0048
,,,-0.000000306,0.0048
,,,-0.000000305,0.0056
,,,-0.000000304,0.0056
,,,-0.000000303,0.0048
,,,-0.000000302,0.0056
,,,-0.000000301,0.0064
,,,-0.0000003,0.0056
,,,-0.000000299,0.0056
,,,-0.000000298,0.0064
,,,-0.000000297,0.0056
,,,-0.000000296,0.0056
,,,-0.000000295,0.0056
,,,-0.000000294,0.0056
,,,-0.000000293,0.0056
,,,-0.000000292,0.0048
,,,-0.000000291,0.0048
,,,-0.00000029,0.0048
,,,-0.000000289,0.004
,,,-0.000000288,0.0048
,,,-0.000000287,0.004
,,,-0.000000286,0.0048
,,,-0.000000285,0.0032
,,,-0.000000284,0.004
,,,-0.000000283,0.004
,,,-0.000000282,0.0048
,,,-0.000000281,0.004
,,,-0.00000028,0.004
,,,-0.000000279,0.004
,,,-0.000000278,0.004
,,,-0.000000277,0.004
,,,-0.000000276,0.004
,,,-0.000000275,0.004
,,,-0.000000274,0.0048
,,,-0.000000273,0.0048
,,,-0.000000272,0.0032
,,,-0.000000271,0.0048
,,,-0.00000027,0.004
,,,-0.000000269,0.0048
,,,-0.000000268,0.0048
,,,-0.000000267,0.0048
,,,-0.000000266,0.0032
,,,-0.000000265,0.004
,,,-0.000000264,0.004
,,,-0.000000263,0.0056
,,,-0.000000262,0.0048
,,,-0.000000261,0.0056
,,,-0.00000026,0.004
,,,-0.000000259,0.0048
,,,-0.000000258,0.0048
,,,-0.000000257,0.0048
,,,-0.000000256,0.0048
,,,-0.000000255,0.0056
,,,-0.000000254,0.0056
,,,-0.000000253,0.004
,,,-0.000000252,0.0048
,,,-0.000000251,0.004
,,,-0.00000025,0.0048
